Unnamed: 0,current_size,fire_spread_rate,temperature,relative_humidity,wind_speed,fire_fighting_start_size,duration_from_reported_to_dispatch,fire_spread_rate_squared,temperature_squared,relative_humidity_squared,wind_speed_squared,fire_fighting_start_size_squared,size_class_A,size_class_B,size_class_C,size_class_D,size_class_E
10703,0.01,1.0,18.0,52.0,1.0,0.01,0.0,1.0,324.0,2704.0,1.0,0.0001,1,0,0,0,0
10705,0.01,0.1,19.0,59.0,2.0,0.01,0.0,0.01,361.0,3481.0,4.0,0.0001,1,0,0,0,0
10706,0.01,0.0,20.0,44.0,4.0,0.01,3.0,0.0,400.0,1936.0,16.0,0.0001,1,0,0,0,0
10707,0.01,0.1,19.9,80.0,5.0,0.01,0.0,0.01,396.00999999999993,6400.0,25.0,0.0001,1,0,0,0,0
10708,0.1,0.0,23.0,49.0,0.0,0.1,0.0,0.0,529.0,2401.0,0.0,0.01,1,0,0,0,0
10711,0.01,1.0,20.0,60.0,5.0,0.01,0.0,1.0,400.0,3600.0,25.0,0.0001,1,0,0,0,0
10713,0.1,2.0,24.0,45.0,10.0,0.1,124.0,4.0,576.0,2025.0,100.0,0.01,1,0,0,0,0
10714,0.01,0.1,16.0,60.0,12.0,0.01,26.0,0.01,256.0,3600.0,144.0,0.0001,1,0,0,0,0
10716,0.1,0.5,21.0,42.0,5.0,0.1,0.0,0.25,441.0,1764.0,25.0,0.01,1,0,0,0,0
10717,0.01,1.0,18.0,41.0,3.0,0.01,0.0,1.0,324.0,1681.0,9.0,0.0001,1,0,0,0,0
10718,0.01,0.1,22.0,50.0,0.0,0.01,0.0,0.01,484.0,2500.0,0.0,0.0001,1,0,0,0,0
10721,0.01,0.0,20.0,48.0,3.0,0.01,115.0,0.0,400.0,2304.0,9.0,0.0001,1,0,0,0,0
10722,0.1,2.0,19.0,41.0,2.0,0.1,3.0,4.0,361.0,1681.0,4.0,0.01,1,0,0,0,0
10728,0.01,0.1,16.0,75.0,2.0,0.01,4.0,0.01,256.0,5625.0,4.0,0.0001,1,0,0,0,0
10729,0.01,1.0,11.0,82.0,1.0,0.01,0.0,1.0,121.0,6724.0,1.0,0.0001,1,0,0,0,0
10731,0.09,0.5,21.0,38.0,5.0,0.01,73.0,0.25,441.0,1444.0,25.0,0.0001,1,0,0,0,0
10732,0.01,0.0,24.0,35.0,10.0,0.01,0.0,0.0,576.0,1225.0,100.0,0.0001,1,0,0,0,0
10737,0.1,0.0,23.0,45.0,0.0,0.1,0.0,0.0,529.0,2025.0,0.0,0.01,1,0,0,0,0
10745,0.01,0.5,20.0,50.0,10.0,0.01,4.0,0.25,400.0,2500.0,100.0,0.0001,1,0,0,0,0
10749,0.1,5.0,15.0,57.0,20.0,0.1,8.0,25.0,225.0,3249.0,400.0,0.01,1,0,0,0,0
10750,0.1,0.0,23.0,50.0,0.0,0.01,0.0,0.0,529.0,2500.0,0.0,0.0001,1,0,0,0,0
10753,0.01,0.1,19.0,44.0,4.0,0.01,0.0,0.01,361.0,1936.0,16.0,0.0001,1,0,0,0,0
10755,0.01,0.1,18.0,45.0,0.0,0.01,0.0,0.01,324.0,2025.0,0.0,0.0001,1,0,0,0,0
10756,0.01,0.1,23.0,46.0,13.0,0.01,0.0,0.01,529.0,2116.0,169.0,0.0001,1,0,0,0,0
10759,0.1,0.1,19.0,44.0,4.0,0.1,82.0,0.01,361.0,1936.0,16.0,0.01,1,0,0,0,0
10760,0.01,1.0,15.0,60.0,20.0,0.01,3.0,1.0,225.0,3600.0,400.0,0.0001,1,0,0,0,0
10761,0.01,0.1,23.0,46.0,13.0,0.01,0.0,0.01,529.0,2116.0,169.0,0.0001,1,0,0,0,0
10767,0.01,0.0,18.0,74.0,0.0,0.01,0.0,0.0,324.0,5476.0,0.0,0.0001,1,0,0,0,0
10769,0.01,0.5,15.0,47.0,8.0,0.01,26.0,0.25,225.0,2209.0,64.0,0.0001,1,0,0,0,0
10770,0.01,0.0,20.0,40.0,0.0,0.01,1.0,0.0,400.0,1600.0,0.0,0.0001,1,0,0,0,0
10771,0.1,2.0,20.0,40.0,5.0,0.1,38.0,4.0,400.0,1600.0,25.0,0.01,1,0,0,0,0
10772,0.01,0.0,15.0,50.0,5.0,0.01,76.0,0.0,225.0,2500.0,25.0,0.0001,1,0,0,0,0
10792,0.01,0.0,12.0,95.0,0.0,0.01,0.0,0.0,144.0,9025.0,0.0,0.0001,1,0,0,0,0
10796,0.01,0.0,18.0,19.0,0.0,0.01,9.0,0.0,324.0,361.0,0.0,0.0001,1,0,0,0,0
10798,0.01,0.0,26.0,65.0,5.0,0.01,1.0,0.0,676.0,4225.0,25.0,0.0001,1,0,0,0,0
10800,0.01,0.0,18.0,73.0,0.0,0.01,0.0,0.0,324.0,5329.0,0.0,0.0001,1,0,0,0,0
10801,0.01,0.0,18.0,73.0,0.0,0.01,0.0,0.0,324.0,5329.0,0.0,0.0001,1,0,0,0,0
10803,0.01,0.0,15.0,60.0,10.0,0.01,4.0,0.0,225.0,3600.0,100.0,0.0001,1,0,0,0,0
10805,0.1,0.0,25.0,30.0,10.0,0.1,20.0,0.0,625.0,900.0,100.0,0.01,1,0,0,0,0
10806,0.01,2.0,23.0,50.0,10.0,0.1,25.0,4.0,529.0,2500.0,100.0,0.01,1,0,0,0,0
10809,0.01,1.0,16.0,75.0,16.0,0.01,5.0,1.0,256.0,5625.0,256.0,0.0001,1,0,0,0,0
10810,0.01,0.0,20.0,69.0,0.0,0.01,61.0,0.0,400.0,4761.0,0.0,0.0001,1,0,0,0,0
10811,0.01,0.0,15.0,71.0,0.0,0.01,6.0,0.0,225.0,5041.0,0.0,0.0001,1,0,0,0,0
10813,0.02,0.5,20.0,34.0,5.0,0.02,0.0,0.25,400.0,1156.0,25.0,0.0004,1,0,0,0,0
10814,0.01,0.0,17.0,68.0,3.0,0.01,0.0,0.0,289.0,4624.0,9.0,0.0001,1,0,0,0,0
10820,0.01,0.0,24.0,60.0,10.0,0.01,0.0,0.0,576.0,3600.0,100.0,0.0001,1,0,0,0,0
10821,0.1,1.0,21.0,47.0,15.0,0.1,1.0,1.0,441.0,2209.0,225.0,0.01,1,0,0,0,0
10822,0.01,0.0,21.0,60.0,0.0,0.01,1.0,0.0,441.0,3600.0,0.0,0.0001,1,0,0,0,0
10824,0.01,0.0,15.0,33.0,10.0,0.01,0.0,0.0,225.0,1089.0,100.0,0.0001,1,0,0,0,0
10825,0.01,0.1,18.2,55.0,2.0,0.01,37.0,0.01,331.23999999999995,3025.0,4.0,0.0001,1,0,0,0,0
10826,0.02,0.0,19.0,48.0,5.0,0.02,0.0,0.0,361.0,2304.0,25.0,0.0004,1,0,0,0,0
10827,0.01,0.2,18.0,70.0,13.0,0.01,94.0,0.04,324.0,4900.0,169.0,0.0001,1,0,0,0,0
10828,0.01,1.0,24.0,35.0,15.0,0.01,0.0,1.0,576.0,1225.0,225.0,0.0001,1,0,0,0,0
10829,0.1,0.0,22.5,45.0,30.0,0.1,0.0,0.0,506.25,2025.0,900.0,0.01,1,0,0,0,0
10830,0.01,0.0,23.0,80.0,0.0,0.01,7.0,0.0,529.0,6400.0,0.0,0.0001,1,0,0,0,0
10831,0.01,0.0,20.0,40.0,0.0,0.01,0.0,0.0,400.0,1600.0,0.0,0.0001,1,0,0,0,0
10833,0.01,0.0,20.0,40.0,0.0,0.01,18.0,0.0,400.0,1600.0,0.0,0.0001,1,0,0,0,0
10835,0.01,0.0,25.0,30.0,10.0,0.01,0.0,0.0,625.0,900.0,100.0,0.0001,1,0,0,0,0
10836,0.01,0.0,22.0,39.0,12.0,0.01,15.0,0.0,484.0,1521.0,144.0,0.0001,1,0,0,0,0
10843,0.05,0.5,22.0,50.0,5.0,0.05,11.0,0.25,484.0,2500.0,25.0,0.0025,1,0,0,0,0
10845,0.01,0.0,20.0,35.0,10.0,0.01,0.0,0.0,400.0,1225.0,100.0,0.0001,1,0,0,0,0
10851,0.05,0.0,18.0,38.0,5.0,0.05,7.0,0.0,324.0,1444.0,25.0,0.0025,1,0,0,0,0
10868,0.01,0.1,19.0,68.0,0.0,0.01,21.0,0.01,361.0,4624.0,0.0,0.0001,1,0,0,0,0
10869,0.01,0.0,20.0,85.0,5.0,0.01,0.0,0.0,400.0,7225.0,25.0,0.0001,1,0,0,0,0
10875,0.03,2.0,22.0,45.0,10.0,0.02,0.0,4.0,484.0,2025.0,100.0,0.0004,1,0,0,0,0
10877,0.01,0.0,13.0,75.0,0.0,0.01,8.0,0.0,169.0,5625.0,0.0,0.0001,1,0,0,0,0
10879,0.01,0.0,7.5,93.0,10.0,0.01,0.0,0.0,56.25,8649.0,100.0,0.0001,1,0,0,0,0
10882,0.01,0.0,16.0,45.0,0.0,0.01,2.0,0.0,256.0,2025.0,0.0,0.0001,1,0,0,0,0
10894,0.01,0.0,7.0,94.0,9.0,0.01,3.0,0.0,49.0,8836.0,81.0,0.0001,1,0,0,0,0
10898,0.01,2.0,21.0,30.0,20.0,0.01,1.0,4.0,441.0,900.0,400.0,0.0001,1,0,0,0,0
10900,0.01,0.0,19.0,52.0,20.0,0.01,0.0,0.0,361.0,2704.0,400.0,0.0001,1,0,0,0,0
10901,0.01,0.0,19.0,43.0,8.0,0.01,10.0,0.0,361.0,1849.0,64.0,0.0001,1,0,0,0,0
10902,0.01,0.0,15.0,60.0,10.0,0.01,0.0,0.0,225.0,3600.0,100.0,0.0001,1,0,0,0,0
10904,0.01,0.0,14.0,70.0,5.0,0.01,8.0,0.0,196.0,4900.0,25.0,0.0001,1,0,0,0,0
10905,0.01,1.0,16.0,35.0,5.0,0.01,0.0,1.0,256.0,1225.0,25.0,0.0001,1,0,0,0,0
10914,0.02,1.0,20.0,38.0,10.0,0.02,2.0,1.0,400.0,1444.0,100.0,0.0004,1,0,0,0,0
10922,0.01,0.5,20.0,60.0,5.0,0.01,0.0,0.25,400.0,3600.0,25.0,0.0001,1,0,0,0,0
10924,0.01,0.0,20.0,50.0,10.0,0.01,0.0,0.0,400.0,2500.0,100.0,0.0001,1,0,0,0,0
10930,0.01,0.0,25.0,39.0,3.0,0.01,0.0,0.0,625.0,1521.0,9.0,0.0001,1,0,0,0,0
10934,0.01,0.0,15.0,70.0,18.0,0.01,0.0,0.0,225.0,4900.0,324.0,0.0001,1,0,0,0,0
10935,0.01,0.0,15.0,70.0,18.0,0.01,125.0,0.0,225.0,4900.0,324.0,0.0001,1,0,0,0,0
10936,0.01,0.0,12.0,94.0,0.0,0.01,0.0,0.0,144.0,8836.0,0.0,0.0001,1,0,0,0,0
10937,0.01,0.0,17.5,39.0,3.0,0.01,0.0,0.0,306.25,1521.0,9.0,0.0001,1,0,0,0,0
10939,0.01,0.0,20.5,40.0,5.0,0.01,1.0,0.0,420.25,1600.0,25.0,0.0001,1,0,0,0,0
10945,0.01,0.0,28.0,52.0,2.0,0.01,7.0,0.0,784.0,2704.0,4.0,0.0001,1,0,0,0,0
10952,0.01,0.0,12.0,37.0,2.0,0.01,10.0,0.0,144.0,1369.0,4.0,0.0001,1,0,0,0,0
10955,0.1,0.5,30.0,32.0,15.0,0.2,3.0,0.25,900.0,1024.0,225.0,0.04,1,0,0,0,0
10959,0.01,0.0,27.0,20.0,0.0,0.01,0.0,0.0,729.0,400.0,0.0,0.0001,1,0,0,0,0
10960,0.01,0.0,30.0,15.0,5.0,0.01,0.0,0.0,900.0,225.0,25.0,0.0001,1,0,0,0,0
10963,0.01,0.0,17.0,50.0,1.0,0.01,10.0,0.0,289.0,2500.0,1.0,0.0001,1,0,0,0,0
10964,0.01,0.0,29.0,39.0,5.0,0.01,0.0,0.0,841.0,1521.0,25.0,0.0001,1,0,0,0,0
10965,0.01,0.0,18.0,50.0,10.0,0.01,4.0,0.0,324.0,2500.0,100.0,0.0001,1,0,0,0,0
10966,0.01,0.0,22.0,85.0,0.0,0.01,5.0,0.0,484.0,7225.0,0.0,0.0001,1,0,0,0,0
10968,0.01,0.0,18.0,62.0,0.0,0.01,0.0,0.0,324.0,3844.0,0.0,0.0001,1,0,0,0,0
10970,0.1,0.0,20.0,42.0,2.0,0.1,4.0,0.0,400.0,1764.0,4.0,0.01,1,0,0,0,0
10972,0.01,0.1,23.0,58.0,0.0,0.01,0.0,0.01,529.0,3364.0,0.0,0.0001,1,0,0,0,0
10973,0.01,0.0,19.0,61.0,1.0,0.01,10.0,0.0,361.0,3721.0,1.0,0.0001,1,0,0,0,0
10975,0.01,0.0,17.0,52.0,10.0,0.01,3.0,0.0,289.0,2704.0,100.0,0.0001,1,0,0,0,0
10976,0.1,1.0,21.0,38.0,5.0,0.1,3.0,1.0,441.0,1444.0,25.0,0.01,1,0,0,0,0
10979,0.01,0.0,24.0,82.0,5.0,0.01,0.0,0.0,576.0,6724.0,25.0,0.0001,1,0,0,0,0
10980,0.01,0.0,21.0,55.0,2.0,0.01,8.0,0.0,441.0,3025.0,4.0,0.0001,1,0,0,0,0
10982,0.01,0.1,21.0,52.0,8.0,0.1,4.0,0.01,441.0,2704.0,64.0,0.01,1,0,0,0,0
10983,0.01,0.0,30.0,30.0,0.0,0.01,0.0,0.0,900.0,900.0,0.0,0.0001,1,0,0,0,0
10984,0.01,0.0,15.0,60.0,10.0,0.01,0.0,0.0,225.0,3600.0,100.0,0.0001,1,0,0,0,0
10986,0.01,1.0,18.0,85.0,0.0,0.01,0.0,1.0,324.0,7225.0,0.0,0.0001,1,0,0,0,0
10987,0.02,1.0,27.0,45.0,5.0,0.02,0.0,1.0,729.0,2025.0,25.0,0.0004,1,0,0,0,0
10988,0.03,0.0,19.0,38.0,15.0,0.01,1.0,0.0,361.0,1444.0,225.0,0.0001,1,0,0,0,0
10991,0.01,0.0,15.0,65.0,0.0,0.01,20.0,0.0,225.0,4225.0,0.0,0.0001,1,0,0,0,0
10993,0.1,0.5,31.0,28.0,14.0,0.03,1.0,0.25,961.0,784.0,196.0,0.0009,1,0,0,0,0
10996,0.01,0.0,10.0,45.0,5.0,0.01,10.0,0.0,100.0,2025.0,25.0,0.0001,1,0,0,0,0
11006,0.1,0.1,27.0,49.0,2.0,0.3,0.0,0.01,729.0,2401.0,4.0,0.09,1,0,0,0,0
11007,0.02,0.0,27.0,40.0,10.0,0.02,4.0,0.0,729.0,1600.0,100.0,0.0004,1,0,0,0,0
11010,0.05,0.0,21.0,100.0,5.0,0.05,4.0,0.0,441.0,10000.0,25.0,0.0025,1,0,0,0,0
11011,0.01,0.0,26.0,55.0,2.0,0.01,0.0,0.0,676.0,3025.0,4.0,0.0001,1,0,0,0,0
11015,0.1,0.1,25.0,60.0,0.0,0.1,0.0,0.01,625.0,3600.0,0.0,0.01,1,0,0,0,0
11017,0.05,1.0,21.0,35.0,8.0,0.05,0.0,1.0,441.0,1225.0,64.0,0.0025,1,0,0,0,0
11020,0.01,0.0,24.4,27.0,0.0,0.01,0.0,0.0,595.3599999999999,729.0,0.0,0.0001,1,0,0,0,0
11025,0.01,0.0,24.0,56.0,10.0,0.01,0.0,0.0,576.0,3136.0,100.0,0.0001,1,0,0,0,0
11026,0.01,1.0,18.0,60.0,0.0,0.01,14.0,1.0,324.0,3600.0,0.0,0.0001,1,0,0,0,0
11032,0.02,1.0,25.5,26.0,4.0,0.02,0.0,1.0,650.25,676.0,16.0,0.0004,1,0,0,0,0
11037,0.01,0.1,25.0,35.0,0.0,0.01,0.0,0.01,625.0,1225.0,0.0,0.0001,1,0,0,0,0
11039,0.1,0.1,25.0,60.0,2.0,0.03,2.0,0.01,625.0,3600.0,4.0,0.0009,1,0,0,0,0
11051,0.01,0.1,20.0,60.0,10.0,0.1,5.0,0.01,400.0,3600.0,100.0,0.01,1,0,0,0,0
11053,0.01,1.0,28.0,12.0,10.0,0.01,5.0,1.0,784.0,144.0,100.0,0.0001,1,0,0,0,0
11055,0.01,1.0,21.0,76.0,0.0,0.01,3.0,1.0,441.0,5776.0,0.0,0.0001,1,0,0,0,0
11056,0.01,0.0,25.0,64.0,12.0,0.01,1.0,0.0,625.0,4096.0,144.0,0.0001,1,0,0,0,0
11057,0.1,0.0,26.5,44.0,0.0,0.1,0.0,0.0,702.25,1936.0,0.0,0.01,1,0,0,0,0
11059,0.01,0.1,14.0,90.0,5.0,0.01,3.0,0.01,196.0,8100.0,25.0,0.0001,1,0,0,0,0
11065,0.01,0.0,21.0,45.0,5.0,0.01,1.0,0.0,441.0,2025.0,25.0,0.0001,1,0,0,0,0
11066,0.01,0.1,12.0,86.0,5.0,0.01,0.0,0.01,144.0,7396.0,25.0,0.0001,1,0,0,0,0
11068,0.01,0.1,15.0,86.0,10.0,0.01,0.0,0.01,225.0,7396.0,100.0,0.0001,1,0,0,0,0
11070,0.05,0.0,9.0,94.0,12.0,0.05,8.0,0.0,81.0,8836.0,144.0,0.0025,1,0,0,0,0
11071,0.01,0.0,12.0,48.0,8.0,0.01,13.0,0.0,144.0,2304.0,64.0,0.0001,1,0,0,0,0
11073,0.01,0.0,19.0,42.0,5.0,0.01,0.0,0.0,361.0,1764.0,25.0,0.0001,1,0,0,0,0
11074,0.1,0.0,20.0,60.0,14.0,0.1,9.0,0.0,400.0,3600.0,196.0,0.01,1,0,0,0,0
11075,0.1,0.0,19.0,58.0,44.0,0.1,2.0,0.0,361.0,3364.0,1936.0,0.01,1,0,0,0,0
11081,0.01,0.0,14.0,55.0,0.0,0.01,0.0,0.0,196.0,3025.0,0.0,0.0001,1,0,0,0,0
11086,0.01,0.0,22.0,45.0,5.0,0.01,2.0,0.0,484.0,2025.0,25.0,0.0001,1,0,0,0,0
11087,0.01,0.5,20.0,45.0,4.0,0.2,5.0,0.25,400.0,2025.0,16.0,0.04,1,0,0,0,0
11088,0.01,0.0,20.0,50.0,5.0,0.01,0.0,0.0,400.0,2500.0,25.0,0.0001,1,0,0,0,0
11089,0.1,0.1,26.1,29.0,3.0,0.1,0.0,0.01,681.21,841.0,9.0,0.01,1,0,0,0,0
11095,0.02,0.0,20.0,45.0,4.0,0.02,4.0,0.0,400.0,2025.0,16.0,0.0004,1,0,0,0,0
11096,0.05,0.1,19.0,50.0,3.0,0.05,5.0,0.01,361.0,2500.0,9.0,0.0025,1,0,0,0,0
11097,0.02,0.0,24.0,38.0,10.0,0.02,1.0,0.0,576.0,1444.0,100.0,0.0004,1,0,0,0,0
11098,0.1,1.0,18.0,75.0,1.0,0.1,4.0,1.0,324.0,5625.0,1.0,0.01,1,0,0,0,0
11101,0.01,0.0,21.0,35.0,0.0,0.01,15.0,0.0,441.0,1225.0,0.0,0.0001,1,0,0,0,0
11102,0.01,0.0,21.4,41.0,1.0,0.01,7.0,0.0,457.9599999999999,1681.0,1.0,0.0001,1,0,0,0,0
11104,0.01,0.0,15.0,60.0,5.0,0.01,1.0,0.0,225.0,3600.0,25.0,0.0001,1,0,0,0,0
11105,0.1,0.1,19.0,83.0,2.0,0.1,10.0,0.01,361.0,6889.0,4.0,0.01,1,0,0,0,0
11107,0.01,0.0,18.0,100.0,9.0,0.01,0.0,0.0,324.0,10000.0,81.0,0.0001,1,0,0,0,0
11112,0.01,0.0,16.0,70.0,0.0,0.01,3.0,0.0,256.0,4900.0,0.0,0.0001,1,0,0,0,0
11113,0.01,0.0,15.0,70.0,0.0,0.01,0.0,0.0,225.0,4900.0,0.0,0.0001,1,0,0,0,0
11118,0.01,1.0,18.0,66.0,3.0,0.01,0.0,1.0,324.0,4356.0,9.0,0.0001,1,0,0,0,0
11124,0.01,0.0,20.0,44.0,10.0,0.01,3.0,0.0,400.0,1936.0,100.0,0.0001,1,0,0,0,0
11125,0.01,0.0,20.0,62.0,0.0,0.01,18.0,0.0,400.0,3844.0,0.0,0.0001,1,0,0,0,0
11126,0.1,1.0,24.0,25.0,5.0,0.1,7.0,1.0,576.0,625.0,25.0,0.01,1,0,0,0,0
11127,0.02,0.0,19.0,48.0,15.0,0.01,7.0,0.0,361.0,2304.0,225.0,0.0001,1,0,0,0,0
11128,0.01,0.0,23.0,37.0,10.0,0.01,0.0,0.0,529.0,1369.0,100.0,0.0001,1,0,0,0,0
11129,0.05,0.5,23.0,68.0,5.0,0.05,13.0,0.25,529.0,4624.0,25.0,0.0025,1,0,0,0,0
11133,0.1,0.0,22.0,30.0,30.0,0.3,8.0,0.0,484.0,900.0,900.0,0.09,1,0,0,0,0
11134,0.01,0.0,19.0,51.0,5.0,0.1,9.0,0.0,361.0,2601.0,25.0,0.01,1,0,0,0,0
11142,0.01,1.0,23.0,40.0,7.0,0.01,0.0,1.0,529.0,1600.0,49.0,0.0001,1,0,0,0,0
11144,0.01,0.0,20.0,40.0,0.0,0.01,0.0,0.0,400.0,1600.0,0.0,0.0001,1,0,0,0,0
11146,0.02,0.5,20.0,40.0,10.0,0.02,0.0,0.25,400.0,1600.0,100.0,0.0004,1,0,0,0,0
11147,0.01,0.0,15.0,60.0,10.0,0.01,0.0,0.0,225.0,3600.0,100.0,0.0001,1,0,0,0,0
11148,0.01,0.0,28.0,25.0,20.0,0.01,0.0,0.0,784.0,625.0,400.0,0.0001,1,0,0,0,0
11149,0.01,0.0,28.0,25.0,20.0,0.01,0.0,0.0,784.0,625.0,400.0,0.0001,1,0,0,0,0
11150,0.01,0.0,24.0,30.0,12.0,0.01,0.0,0.0,576.0,900.0,144.0,0.0001,1,0,0,0,0
11151,0.01,0.0,24.0,30.0,5.0,0.01,0.0,0.0,576.0,900.0,25.0,0.0001,1,0,0,0,0
11152,0.01,0.0,26.0,30.0,5.0,0.01,15.0,0.0,676.0,900.0,25.0,0.0001,1,0,0,0,0
11153,0.01,0.0,28.0,25.0,20.0,0.01,0.0,0.0,784.0,625.0,400.0,0.0001,1,0,0,0,0
11155,0.01,0.5,23.0,35.0,5.0,0.01,0.0,0.25,529.0,1225.0,25.0,0.0001,1,0,0,0,0
11161,0.1,0.5,20.0,75.0,15.0,0.1,0.0,0.25,400.0,5625.0,225.0,0.01,1,0,0,0,0
11162,0.1,0.1,21.0,31.0,10.0,0.1,4.0,0.01,441.0,961.0,100.0,0.01,1,0,0,0,0
11165,0.02,0.1,26.0,55.0,0.0,0.01,0.0,0.01,676.0,3025.0,0.0,0.0001,1,0,0,0,0
11166,0.02,0.5,16.0,70.0,0.0,0.02,2.0,0.25,256.0,4900.0,0.0,0.0004,1,0,0,0,0
11167,0.01,0.0,20.0,40.0,5.0,0.01,0.0,0.0,400.0,1600.0,25.0,0.0001,1,0,0,0,0
11169,0.01,0.0,25.0,40.0,15.0,0.01,0.0,0.0,625.0,1600.0,225.0,0.0001,1,0,0,0,0
11171,0.1,0.0,23.0,30.0,0.0,0.1,0.0,0.0,529.0,900.0,0.0,0.01,1,0,0,0,0
11177,0.01,0.0,24.0,28.0,14.0,0.01,0.0,0.0,576.0,784.0,196.0,0.0001,1,0,0,0,0
11179,0.02,0.0,25.0,30.0,10.0,0.01,0.0,0.0,625.0,900.0,100.0,0.0001,1,0,0,0,0
11185,0.01,1.0,29.0,30.0,8.0,0.01,2.0,1.0,841.0,900.0,64.0,0.0001,1,0,0,0,0
11187,0.01,0.0,21.0,80.0,5.0,0.01,6.0,0.0,441.0,6400.0,25.0,0.0001,1,0,0,0,0
11189,0.01,0.0,25.0,28.0,3.0,0.01,0.0,0.0,625.0,784.0,9.0,0.0001,1,0,0,0,0
11197,0.01,0.0,18.0,91.0,3.0,0.01,6.0,0.0,324.0,8281.0,9.0,0.0001,1,0,0,0,0
11198,0.01,0.1,22.0,50.0,2.0,0.01,27.0,0.01,484.0,2500.0,4.0,0.0001,1,0,0,0,0
11200,0.1,0.5,21.0,33.0,9.0,0.01,0.0,0.25,441.0,1089.0,81.0,0.0001,1,0,0,0,0
11201,0.01,1.0,27.0,30.0,5.0,0.01,0.0,1.0,729.0,900.0,25.0,0.0001,1,0,0,0,0
11205,0.02,0.0,28.0,26.0,10.0,0.5,0.0,0.0,784.0,676.0,100.0,0.25,1,0,0,0,0
11206,0.03,0.0,28.0,25.0,10.0,0.03,0.0,0.0,784.0,625.0,100.0,0.0009,1,0,0,0,0
11208,0.1,0.0,18.0,67.0,0.0,0.1,2.0,0.0,324.0,4489.0,0.0,0.01,1,0,0,0,0
11209,0.01,0.0,12.0,40.0,5.0,0.01,5.0,0.0,144.0,1600.0,25.0,0.0001,1,0,0,0,0
11214,0.01,1.0,25.0,30.0,5.0,0.01,5.0,1.0,625.0,900.0,25.0,0.0001,1,0,0,0,0
11215,0.1,0.1,23.5,40.0,10.0,0.1,1.0,0.01,552.25,1600.0,100.0,0.01,1,0,0,0,0
11217,0.1,0.0,20.0,70.0,0.0,0.1,0.0,0.0,400.0,4900.0,0.0,0.01,1,0,0,0,0
11218,0.1,4.0,20.0,62.0,2.0,0.3,0.0,16.0,400.0,3844.0,4.0,0.09,1,0,0,0,0
11219,0.01,0.0,25.0,40.0,0.0,0.01,9.0,0.0,625.0,1600.0,0.0,0.0001,1,0,0,0,0
11220,0.01,0.0,17.0,90.0,5.0,0.01,0.0,0.0,289.0,8100.0,25.0,0.0001,1,0,0,0,0
11222,0.01,0.0,21.0,73.0,2.0,0.01,17.0,0.0,441.0,5329.0,4.0,0.0001,1,0,0,0,0
11224,0.03,0.0,20.0,78.0,2.0,0.02,8.0,0.0,400.0,6084.0,4.0,0.0004,1,0,0,0,0
11225,0.1,0.5,15.0,30.0,0.0,0.2,0.0,0.25,225.0,900.0,0.0,0.04,1,0,0,0,0
11227,0.01,0.0,16.0,50.0,0.0,0.01,5.0,0.0,256.0,2500.0,0.0,0.0001,1,0,0,0,0
11230,0.01,0.1,19.0,100.0,0.0,0.01,0.0,0.01,361.0,10000.0,0.0,0.0001,1,0,0,0,0
11237,0.01,0.0,16.0,42.0,5.0,0.01,4.0,0.0,256.0,1764.0,25.0,0.0001,1,0,0,0,0
11239,0.01,0.0,24.0,35.0,15.0,0.01,0.0,0.0,576.0,1225.0,225.0,0.0001,1,0,0,0,0
11240,0.01,0.0,17.0,40.0,5.0,0.01,0.0,0.0,289.0,1600.0,25.0,0.0001,1,0,0,0,0
11242,0.01,0.0,15.0,90.0,15.0,0.01,0.0,0.0,225.0,8100.0,225.0,0.0001,1,0,0,0,0
11249,0.01,0.0,18.0,63.0,1.0,0.01,3.0,0.0,324.0,3969.0,1.0,0.0001,1,0,0,0,0
11254,0.01,0.0,21.0,43.0,0.0,0.01,1.0,0.0,441.0,1849.0,0.0,0.0001,1,0,0,0,0
11256,0.01,0.0,24.0,30.0,18.0,0.01,0.0,0.0,576.0,900.0,324.0,0.0001,1,0,0,0,0
11258,0.01,0.0,15.0,80.0,0.0,0.01,0.0,0.0,225.0,6400.0,0.0,0.0001,1,0,0,0,0
11267,0.01,0.0,20.0,88.0,1.0,0.01,0.0,0.0,400.0,7744.0,1.0,0.0001,1,0,0,0,0
11268,0.01,0.0,22.0,69.0,8.0,0.01,94.0,0.0,484.0,4761.0,64.0,0.0001,1,0,0,0,0
11271,0.01,1.0,22.0,60.0,5.0,0.01,0.0,1.0,484.0,3600.0,25.0,0.0001,1,0,0,0,0
11273,0.03,0.1,15.0,70.0,5.0,0.03,0.0,0.01,225.0,4900.0,25.0,0.0009,1,0,0,0,0
11274,0.02,0.0,18.0,55.0,15.0,0.02,36.0,0.0,324.0,3025.0,225.0,0.0004,1,0,0,0,0
11276,0.1,0.0,22.0,60.0,5.0,0.1,27.0,0.0,484.0,3600.0,25.0,0.01,1,0,0,0,0
11279,0.1,1.0,19.0,68.0,0.0,0.1,6.0,1.0,361.0,4624.0,0.0,0.01,1,0,0,0,0
11281,0.1,1.0,24.0,45.0,5.0,0.1,0.0,1.0,576.0,2025.0,25.0,0.01,1,0,0,0,0
11282,0.01,0.0,17.0,62.0,10.0,0.01,0.0,0.0,289.0,3844.0,100.0,0.0001,1,0,0,0,0
