current_size,fire_spread_rate,temperature,relative_humidity,wind_speed,fire_fighting_start_size,duration_from_reported_to_dispatch
17.6,10.0,28.0,32.0,16.0,6.0,6.0
0.2,3.0,22.0,47.0,15.0,0.1,0.0
0.01,0.0,23.0,37.0,10.0,0.01,1029.0
0.12,1.0,20.0,40.0,5.0,0.1,4.0
0.01,0.0,22.0,76.0,0.0,0.01,0.0
0.69,1.0,25.0,30.0,5.0,0.4,0.0
0.01,0.0,20.0,35.0,10.0,0.01,0.0
0.01,0.0,19.0,23.0,5.0,0.01,1.0
0.01,1.0,18.5,65.0,2.0,0.01,5.0
0.01,1.0,20.8,48.0,7.0,0.01,715.0
0.2,0.0,21.0,50.0,10.0,0.2,1.0
0.2,0.5,19.0,26.0,5.0,0.1,4.0
0.01,0.0,24.6,32.0,1.0,0.02,10.0
0.11,1.0,24.0,37.0,4.0,0.02,0.0
0.35,1.0,22.0,50.0,2.0,0.1,0.0
2012.6,10.0,17.0,57.0,25.0,20.0,2.0
0.44,2.0,26.0,34.0,5.0,0.3,1.0
0.01,1.0,26.8,48.0,3.0,0.01,1.0
0.01,0.0,21.0,76.0,5.0,0.01,11.0
0.06,1.0,23.0,33.0,6.0,0.06,3.0
0.1,1.0,24.0,21.0,15.0,0.1,0.0
0.3,1.0,20.0,45.0,5.0,0.1,0.0
0.1,0.0,17.5,40.0,5.0,0.1,1.0
0.01,0.0,25.0,27.0,5.0,0.01,3.0
0.01,1.0,23.0,30.0,5.0,0.01,0.0
0.05,1.0,19.0,37.0,5.0,0.01,0.0
0.01,1.0,24.0,47.0,0.0,0.01,9.0
30.5,5.0,18.0,45.0,10.0,2.5,0.0
1.2,2.0,27.0,19.0,10.0,0.5,0.0
3.0,2.0,26.0,30.0,10.0,2.5,11.0
34.6,5.0,21.5,40.0,20.0,15.0,1.0
0.01,0.0,15.0,40.0,2.0,0.01,0.0
0.01,0.0,21.0,27.0,24.0,0.01,3.0
0.01,0.0,22.0,30.0,10.0,0.01,0.0
31.4,4.0,17.0,53.0,15.0,10.0,3.0
0.41,5.0,28.0,28.0,8.0,0.35,1.0
1.75,2.0,20.0,35.0,30.0,1.0,4.0
0.01,1.0,24.0,41.0,5.0,0.01,1.0
0.01,1.0,13.0,35.0,5.0,0.01,3.0
0.5,1.0,23.0,18.0,17.0,0.3,4.0
25.1,20.0,21.0,31.0,15.0,2.5,3.0
36.0,6.0,19.0,28.0,50.0,2.0,1.0
2.7,0.5,18.0,19.0,5.0,0.5,8.0
0.01,1.0,17.0,45.0,3.0,0.01,9.0
0.1,3.0,25.0,23.0,10.0,0.1,0.0
0.01,0.0,18.0,48.0,2.0,0.01,8.0
0.1,0.0,10.0,90.0,0.0,0.01,2.0
0.01,0.0,10.0,85.0,2.0,0.05,4.0
2.7,1.0,17.0,50.0,15.0,0.1,2.0
0.01,0.0,19.0,32.0,0.0,0.01,4.0
0.5,0.5,12.0,55.0,0.0,0.2,8.0
0.4,0.5,14.0,55.0,0.0,0.25,6.0
0.01,0.0,18.0,88.0,3.0,0.1,3.0
0.03,1.0,13.0,72.0,6.0,0.03,5.0
0.93,0.0,16.0,66.0,5.0,0.93,4.0
0.1,0.0,14.5,89.0,25.0,0.01,0.0
0.03,0.0,11.0,88.0,0.0,0.01,3.0
1.37,0.5,25.0,40.0,10.0,1.0,6.0
2.4,5.0,17.0,43.0,3.0,1.6,25.0
0.01,0.0,13.0,98.0,0.0,0.01,1.0
0.05,0.1,21.0,58.0,1.0,0.02,5.0
0.1,1.0,23.0,30.0,5.0,0.1,10.0
0.1,0.1,17.0,50.0,2.0,0.1,5.0
5.7,0.5,23.0,30.0,0.0,2.0,0.0
0.11,1.0,18.0,42.0,5.0,0.4,8.0
0.01,0.0,14.0,72.0,12.0,0.01,3.0
0.01,1.0,24.0,48.0,5.0,0.01,0.0
0.1,0.0,12.0,48.0,20.0,0.1,9.0
0.05,0.1,28.0,30.0,10.0,0.05,7.0
0.01,0.0,9.0,65.0,25.0,0.05,9.0
0.01,0.0,27.0,38.0,3.0,0.01,0.0
0.01,0.0,25.0,45.0,0.0,0.01,0.0
0.01,0.0,26.0,42.0,0.0,0.01,1.0
0.2,0.0,29.0,35.0,10.0,0.2,37.0
0.01,0.0,30.0,30.0,15.0,0.01,0.0
0.01,0.0,26.0,30.0,3.0,0.01,0.0
8.0,0.2,29.0,15.0,1.0,0.4,2.0
0.5,2.0,28.0,27.0,15.0,0.5,2.0
0.2,0.5,35.4,22.0,10.0,0.2,10.0
0.1,0.0,26.0,55.0,0.0,0.1,0.0
0.01,0.0,22.0,71.0,0.0,0.1,0.0
0.25,2.0,22.0,67.0,10.0,0.1,6.0
2.3,1.0,10.0,100.0,8.0,0.75,2.0
0.2,1.0,20.0,66.0,2.0,0.2,0.0
0.01,0.1,21.0,52.0,10.0,0.01,0.0
0.4,0.5,28.0,35.0,3.0,0.4,0.0
5.8,25.0,28.0,41.0,8.0,1.5,4.0
0.3,0.0,22.0,67.0,10.0,0.3,3.0
1.74,2.0,25.0,64.0,0.0,0.1,2.0
0.03,1.0,25.2,59.0,0.0,0.01,0.0
0.5,0.5,23.0,68.0,3.0,0.2,0.0
0.03,0.0,17.0,95.0,0.0,0.03,2.0
795.6,5.0,20.0,24.0,20.0,1.0,8.0
0.01,0.0,22.0,52.0,10.0,0.01,6.0
48.9,10.0,24.0,40.0,15.0,6.0,4.0
0.01,1.0,18.0,38.0,18.0,0.1,1.0
0.03,0.0,17.0,97.0,0.0,0.1,0.0
2.4,0.5,14.0,91.0,10.0,1.5,65.0
0.01,0.0,19.0,98.0,0.0,0.01,0.0
0.01,1.0,23.0,55.0,0.0,0.01,0.0
0.01,0.0,21.0,56.0,1.0,0.05,1120.0
0.01,0.0,22.5,80.0,0.0,0.01,0.0
0.6,10.0,26.0,35.0,0.0,1.0,0.0
0.01,0.0,22.0,75.0,0.0,0.01,0.0
1.4,1.0,23.0,75.0,0.0,1.5,7.0
0.15,0.5,19.0,63.0,2.0,0.13,0.0
0.01,0.0,23.0,55.0,0.0,0.01,0.0
0.03,0.0,25.0,49.0,3.0,0.03,0.0
0.01,0.0,20.0,45.0,5.0,0.02,0.0
0.01,0.0,21.0,81.0,0.0,0.01,2.0
0.01,0.0,16.0,88.0,0.0,0.01,59.0
0.12,0.0,26.0,40.0,0.0,0.12,0.0
0.01,0.0,20.0,40.0,0.0,0.01,0.0
0.05,0.0,21.0,56.0,3.0,0.05,760.0
0.1,0.0,15.0,90.0,3.0,0.2,81.0
0.01,0.1,16.2,83.0,1.0,0.01,0.0
0.01,0.0,19.0,100.0,1.0,0.01,7.0
0.1,1.0,24.0,36.0,5.0,0.1,0.0
0.2,1.0,36.0,20.0,5.0,0.3,4.0
0.1,1.0,30.0,30.0,12.0,0.1,0.0
0.2,1.0,14.0,70.0,10.0,0.2,10.0
0.5,2.0,18.0,60.0,0.0,0.5,11.0
14.5,15.0,23.0,65.0,5.0,10.0,1.0
0.01,0.0,20.0,70.0,17.0,0.01,975.0
0.02,1.0,26.0,30.0,2.0,0.01,1.0
0.01,0.0,20.4,63.0,2.0,0.01,8.0
0.01,0.0,20.4,63.0,2.0,0.01,8.0
0.02,1.0,16.0,100.0,18.0,0.01,2.0
0.01,1.0,22.0,100.0,40.0,0.01,15.0
0.01,0.0,20.4,63.0,18.0,0.01,0.0
0.01,0.0,22.0,90.0,0.0,0.01,7.0
0.15,0.0,20.0,80.0,15.0,0.2,34.0
0.6,3.0,26.0,65.0,12.0,0.6,3.0
0.1,0.0,25.0,47.0,0.0,0.1,1.0
0.4,1.0,20.0,100.0,5.0,0.01,6.0
22.7,7.0,32.0,42.0,5.0,7.0,5.0
0.01,0.0,26.0,56.0,5.0,0.01,1.0
1.4,2.0,27.0,100.0,20.0,0.75,4.0
14.2,3.0,15.0,60.0,20.0,2.0,0.0
0.01,1.0,26.0,37.0,10.0,0.01,0.0
0.12,1.0,16.0,29.0,5.0,0.3,0.0
1.5,10.0,26.0,37.0,10.0,1.5,1.0
0.3,0.1,22.0,61.0,6.0,0.3,9.0
0.02,1.0,26.0,57.0,2.0,0.02,0.0
0.5,1.0,29.0,55.0,2.0,1.0,0.0
0.7,1.0,22.0,59.0,15.0,0.5,6.0
0.01,0.0,23.0,69.0,0.0,0.01,3.0
1.8,0.1,26.0,35.0,15.0,4.0,0.0
0.4,0.5,25.0,62.0,0.0,0.7,156.0
102.3,4.0,24.0,55.0,10.0,8.8,43.0
2.3,0.5,21.0,30.0,15.0,2.2,292.0
0.01,0.0,19.0,75.0,19.0,0.01,1.0
2.4,2.0,26.0,45.0,15.0,1.0,20.0
0.1,0.5,25.0,48.0,6.0,0.1,1.0
0.1,1.0,23.0,76.0,0.0,0.1,3.0
0.01,1.0,27.0,35.0,10.0,0.01,0.0
0.01,1.0,17.0,41.0,7.0,0.01,14.0
1.3,0.1,17.9,100.0,0.0,1.6,2.0
0.37,1.0,24.0,99.0,0.0,0.4,1.0
0.01,0.0,22.0,55.0,0.0,0.01,143.0
0.25,2.0,25.0,43.0,5.0,0.2,0.0
0.04,0.2,23.0,65.0,5.0,0.04,12.0
1.04,5.0,19.0,98.0,2.0,1.5,3.0
0.1,1.0,27.0,43.0,2.0,0.1,1.0
0.2,1.0,28.0,50.0,2.0,0.1,77.0
0.79,0.0,20.0,35.0,15.0,0.7,83.0
0.1,0.1,20.0,69.0,8.0,0.1,216.0
0.1,0.0,20.0,100.0,10.0,0.01,67.0
0.1,1.0,21.0,65.0,10.0,0.1,10.0
0.36,5.0,26.0,56.0,10.0,0.36,1.0
0.98,0.5,26.0,35.0,15.0,1.0,1.0
0.01,0.5,20.0,40.0,13.0,0.01,101.0
32.5,3.0,20.0,75.0,0.0,32.5,0.0
120.28,3.0,22.0,56.0,5.0,120.28,0.0
50.25,5.0,16.0,95.0,29.0,76.8,0.0
0.68,3.0,27.0,40.0,10.0,0.68,15.0
0.1,0.1,20.6,77.0,0.0,0.01,3.0
0.01,0.5,20.0,100.0,0.0,0.01,43.0
2.1,3.0,21.0,45.0,8.0,1.5,2.0
0.01,1.0,20.0,100.0,0.0,0.01,0.0
0.9,4.0,24.0,55.0,20.0,0.7,0.0
1.0,0.1,17.0,89.0,3.0,0.8,0.0
0.1,1.0,23.0,45.0,10.0,0.1,0.0
1.26,3.0,23.0,45.0,25.0,1.0,4.0
0.01,0.1,22.0,39.0,11.0,0.01,0.0
0.2,0.3,26.0,35.0,15.0,0.2,0.0
0.05,1.0,23.8,57.0,0.0,0.05,0.0
0.05,1.0,23.8,57.0,0.0,0.05,0.0
4374.9,1.0,28.0,30.0,10.0,32.0,1.0
0.5,0.0,21.0,45.0,10.0,0.5,1.0
0.2,0.0,19.0,100.0,0.0,0.5,134.0
0.1,2.0,26.8,48.0,0.0,0.1,0.0
30.0,1.0,15.0,100.0,0.0,30.0,0.0
0.1,0.0,20.0,35.0,15.0,0.1,0.0
12.0,5.0,29.0,34.0,15.0,4.0,11.0
2.7,5.0,28.0,26.0,2.0,4.0,6.0
0.1,0.5,24.0,65.0,12.0,0.1,3.0
0.1,1.0,24.8,51.0,1.0,0.1,1.0
0.03,1.0,20.6,87.0,2.0,0.03,7.0
8.4,1.0,19.0,57.0,5.0,8.4,0.0
0.02,1.0,25.0,40.0,5.0,0.02,0.0
0.1,0.5,24.0,65.0,0.0,0.1,1.0
0.53,2.0,23.0,74.0,9.0,0.3,17.0
0.01,0.1,27.0,40.0,5.0,0.01,0.0
0.2,0.1,18.0,72.0,5.0,0.2,8.0
0.1,0.0,18.0,72.0,5.0,0.1,120.0
0.01,0.1,27.0,40.0,5.0,0.01,10.0
5.03,1.0,19.0,100.0,0.0,10.0,75.0
0.2,0.5,23.0,67.0,4.0,0.2,1.0
0.04,0.0,26.0,32.0,5.0,0.04,1.0
2.7,3.0,27.0,40.0,10.0,4.5,1.0
0.01,0.1,27.0,40.0,10.0,0.01,0.0
0.1,2.0,26.2,48.0,5.0,0.14,0.0
30.9,15.0,29.0,45.0,15.0,7.14,0.0
8.5,1.0,25.0,66.0,6.0,9.0,13.0
0.94,0.0,18.0,85.0,0.0,0.2,1.0
0.01,0.1,25.0,40.0,10.0,0.01,0.0
0.01,0.0,17.3,100.0,15.0,0.01,12.0
0.01,1.0,22.0,100.0,2.0,0.2,9.0
32.0,3.0,23.0,50.0,7.0,18.0,2.0
0.2,2.0,21.0,50.0,0.0,0.2,21.0
7.0,2.0,25.0,76.0,3.0,3.0,18.0
0.41,2.0,17.0,61.0,5.0,0.4,4.0
0.01,2.0,20.0,97.0,1.0,0.01,34.0
3.0,1.0,24.0,45.0,20.0,3.0,75.0
1.5,1.0,20.0,65.0,10.0,1.5,169.0
28.3,10.0,26.0,47.0,2.0,41.0,14.0
0.9,3.0,24.0,58.0,14.0,2.0,1146.0
0.03,0.0,30.1,34.0,11.0,0.03,0.0
0.01,0.0,29.5,49.0,0.0,0.01,2485.0
0.01,0.0,29.8,29.0,5.0,0.01,2497.0
0.01,0.0,24.0,40.0,1.0,0.01,2501.0
0.02,0.1,19.0,67.0,2.0,0.02,0.0
0.2,2.0,18.0,60.0,7.0,0.1,52.0
0.24,1.0,23.0,70.0,0.0,0.1,8.0
0.1,0.0,18.0,60.0,7.0,0.01,17.0
0.01,0.0,24.0,63.0,0.0,0.01,8.0
0.1,1.0,19.0,62.0,4.0,0.1,0.0
5.5,10.0,28.0,50.0,5.0,6.0,5.0
1.1,1.0,26.0,30.0,5.0,0.1,0.0
0.01,0.0,17.0,63.0,3.0,0.01,2.0
0.7,0.5,21.0,100.0,15.0,0.7,1.0
0.04,1.0,24.0,70.0,2.0,0.1,13.0
0.01,0.5,16.0,42.0,5.0,0.01,3.0
0.01,1.0,16.0,42.0,5.0,0.01,3.0
0.5,0.5,19.0,78.0,5.0,0.5,0.0
0.7,0.5,20.0,70.0,4.0,0.5,1.0
0.01,1.0,19.0,68.0,2.0,0.01,0.0
5.29,3.0,21.0,96.0,10.0,3.68,71.0
0.9,10.0,29.0,32.0,3.0,4.0,6.0
0.1,1.0,17.0,76.0,12.0,0.1,4.0
0.3,1.0,29.0,32.0,3.0,2.5,0.0
0.01,1.0,26.0,80.0,5.0,0.01,0.0
4.9,3.0,18.0,70.0,5.0,8.2,8.0
0.01,0.1,19.0,65.0,5.0,0.01,4.0
9.7,3.0,16.0,67.0,4.0,3.0,4.0
0.04,0.5,11.0,70.0,5.0,0.04,3.0
0.01,0.0,28.0,50.0,4.0,0.01,1.0
0.05,1.0,24.0,55.0,2.0,0.01,0.0
0.1,2.0,25.0,60.0,15.0,0.1,14.0
0.1,1.0,27.0,54.0,16.0,0.1,1128.0
0.1,2.0,27.0,45.0,7.0,0.1,0.0
0.1,2.0,24.0,64.0,7.0,0.1,31.0
0.04,1.0,19.0,20.0,3.0,0.04,2.0
0.01,1.0,29.0,30.0,5.0,0.01,14.0
0.2,2.0,22.0,60.0,14.0,0.5,11.0
0.01,0.0,18.0,40.0,5.0,0.01,3.0
0.11,3.0,30.0,69.0,5.0,0.11,4.0
0.1,1.0,26.0,35.0,8.0,0.1,2.0
0.4,1.0,20.0,92.0,6.0,0.4,9.0
96.7,5.0,27.0,60.0,8.0,3.0,0.0
0.01,1.0,26.0,62.0,3.0,0.01,34.0
5026.8,3.0,23.0,66.0,2.0,7.0,15.0
56.4,5.0,21.0,53.0,7.0,5.0,5.0
10.0,0.1,28.0,90.0,30.0,0.1,0.0
0.02,1.0,17.0,42.0,2.0,0.02,0.0
0.01,0.5,24.0,65.0,5.0,0.1,4.0
0.02,1.0,16.0,45.0,5.0,0.02,1.0
0.01,1.0,24.0,65.0,5.0,0.01,5.0
0.1,1.0,23.0,40.0,5.0,0.05,21.0
0.01,0.5,22.0,68.0,5.0,0.01,0.0
0.1,0.1,22.5,56.0,5.0,0.1,0.0
0.07,1.0,29.8,46.0,3.0,0.07,0.0
0.05,1.0,22.5,66.0,5.0,0.05,1099.0
0.01,0.0,25.0,30.0,20.0,0.01,2744.0
0.5,0.0,30.0,72.0,20.0,0.5,1112.0
23.6,1.0,27.0,54.0,16.0,5.5,0.0
0.26,0.0,28.0,35.0,10.0,0.6,13.0
0.01,0.1,22.0,80.0,5.0,0.01,15.0
0.1,1.0,19.0,43.0,2.0,0.1,0.0
21.2,5.0,28.0,21.0,20.0,4.0,5.0
0.3,0.1,26.0,33.0,0.0,0.7,17.0
0.5,3.0,27.0,37.0,3.0,0.5,27.0
0.79,1.0,22.0,35.0,10.0,0.8,4.0
0.2,5.0,15.0,35.0,15.0,0.5,0.0
8.7,2.0,29.0,46.0,5.0,0.3,0.0
0.01,1.0,21.0,61.0,6.0,0.01,5.0
23.6,2.0,25.0,35.0,15.0,9.0,12.0
0.01,4.0,32.0,39.0,15.0,1.8,0.0
0.01,1.0,31.0,39.0,10.0,0.01,1.0
36.1,15.0,31.0,36.0,15.0,5.0,4.0
0.01,0.0,16.0,70.0,35.0,0.01,3.0
0.01,1.0,27.0,48.0,15.0,0.01,0.0
0.02,2.0,18.6,30.0,30.0,0.02,10.0
0.8,2.0,15.0,60.0,5.0,0.7,0.0
20.1,10.0,25.0,45.0,10.0,20.0,2.0
0.01,1.0,16.0,57.0,2.0,0.01,0.0
331.4,1.0,21.0,33.0,4.0,391.0,4.0
8.6,0.1,18.0,32.0,20.0,0.5,4.0
0.01,2.0,23.2,55.0,0.0,0.01,22.0
3.3,7.0,18.0,47.0,15.0,3.4,3.0
0.01,0.0,15.0,50.0,25.0,0.01,9.0
0.01,0.0,21.0,48.0,0.0,0.01,0.0
0.01,0.0,16.0,87.0,0.0,0.01,39.0
0.5,0.0,16.0,46.0,20.0,0.01,190.0
0.01,0.0,24.0,55.0,8.0,0.01,7.0
0.01,0.0,23.0,51.0,7.0,0.01,37.0
0.01,0.0,17.0,65.0,25.0,0.01,1541.0
0.01,0.1,25.0,40.0,10.0,0.01,1.0
0.3,1.0,27.0,31.0,5.0,0.01,6.0
2083.4,2.0,20.0,55.0,18.0,20.0,2.0
0.01,1.0,13.0,65.0,12.0,0.01,0.0
0.05,0.0,12.6,50.0,5.0,0.05,1.0
0.01,0.0,17.0,28.0,11.0,0.01,6.0
0.5,2.0,22.0,40.0,10.0,0.5,1.0
0.1,0.0,23.0,45.0,4.0,0.1,1.0
0.5,1.0,20.0,47.0,30.0,0.62,5.0
0.03,1.0,21.0,37.0,15.0,0.03,9.0
2.8,5.0,26.0,35.0,5.0,1.5,0.0
0.05,0.0,16.0,89.0,13.0,0.05,0.0
0.1,0.0,20.0,40.0,15.0,0.1,1.0
0.01,0.0,19.0,64.0,1.0,0.01,7.0
0.01,0.0,29.0,16.0,9.0,0.01,4470.0
0.4,1.0,22.0,40.0,10.0,0.4,2.0
0.02,0.0,28.2,38.0,3.0,0.02,12.0
0.5,2.0,27.0,40.0,3.0,1.0,0.0
0.01,0.1,17.7,88.0,5.0,0.01,4.0
0.06,1.0,21.0,55.0,5.0,0.01,0.0
0.03,0.5,25.0,60.0,0.0,0.03,5.0
1.1,2.0,19.0,65.0,3.0,1.0,12.0
0.01,0.0,21.0,76.0,5.0,0.01,714.0
0.55,0.0,25.0,41.0,9.0,0.55,3.0
0.01,0.0,25.0,75.0,0.0,0.01,2.0
0.01,0.0,20.0,60.0,15.0,0.01,0.0
0.14,5.0,25.0,43.0,11.0,0.2,71.0
0.02,1.0,22.1,68.0,2.0,0.02,25.0
1.1,20.0,23.0,51.0,9.0,6.0,6.0
0.01,0.0,23.0,65.0,10.0,0.01,6.0
0.5,2.0,20.0,55.0,14.0,0.5,6.0
0.01,0.0,23.0,64.0,10.0,0.01,18.0
0.2,0.1,20.0,55.0,15.0,0.3,63.0
0.5,3.0,27.0,60.0,5.0,0.5,24.0
0.01,0.0,22.0,38.0,2.0,0.01,0.0
1.0,3.0,20.0,55.0,14.0,1.0,2.0
0.01,0.0,17.0,81.0,6.0,0.01,803.0
0.3,2.0,20.0,45.0,5.0,0.1,8.0
0.01,0.1,16.0,60.0,2.0,0.01,3.0
3.9,5.0,26.0,56.0,25.0,0.2,0.0
0.75,1.0,28.0,35.0,10.0,0.75,2.0
8.9,0.0,33.0,23.0,5.0,2.5,2.0
0.5,1.0,28.0,40.0,10.0,0.1,0.0
1084.4,5.0,27.0,19.0,11.0,35.0,1.0
0.12,0.0,22.0,81.0,6.0,0.01,5.0
110.0,5.0,29.7,29.0,5.0,5.0,0.0
0.01,0.5,28.0,35.0,10.0,0.01,0.0
0.85,3.0,28.0,100.0,10.0,2.0,1.0
3159.4,5.0,30.0,29.0,3.0,10.0,44.0
0.01,1.0,24.5,50.0,10.0,0.4,0.0
0.1,0.0,26.3,55.0,15.0,0.1,23.0
25.6,2.0,28.0,35.0,15.0,0.5,3.0
58.0,15.0,30.0,35.0,5.0,20.0,2.0
0.55,0.1,24.0,35.0,8.0,1.0,7.0
3.3,5.0,30.0,35.0,5.0,3.5,2.0
0.01,1.0,22.0,75.0,1.0,0.01,21.0
0.1,1.0,22.0,78.0,2.0,0.1,1.0
17.7,0.0,34.0,23.0,13.0,15.0,24.0
0.2,1.0,24.0,36.0,8.0,0.1,0.0
0.4,1.0,24.0,36.0,8.0,0.5,0.0
0.8,2.0,31.0,30.0,0.0,0.6,7.0
0.01,0.0,21.8,63.0,0.0,0.1,20.0
0.3,10.0,26.0,40.0,10.0,1.0,3.0
1670.9,5.0,25.0,20.0,2.0,20.0,0.0
0.01,0.0,28.0,50.0,2.0,0.01,76.0
0.01,0.0,30.0,50.0,0.0,0.01,65.0
0.01,0.0,28.8,51.0,2.0,0.01,5.0
1.5,1.0,25.0,58.0,10.0,1.5,25.0
27.5,10.0,30.0,30.0,10.0,3.0,6.0
0.1,2.0,29.0,52.0,10.0,0.1,0.0
15.6,3.0,31.2,27.0,6.0,5.0,0.0
0.88,2.0,31.0,36.0,2.0,0.5,0.0
6.8,5.0,31.0,36.0,2.0,3.0,2.0
0.3,1.0,24.4,61.0,3.0,0.5,10.0
0.01,0.1,27.0,40.0,10.0,0.01,0.0
0.01,0.0,27.0,42.0,12.0,0.01,5.0
0.01,0.1,27.0,42.0,12.0,0.01,0.0
0.01,0.1,27.0,32.0,8.0,0.01,3.0
0.01,1.0,26.3,45.0,6.0,0.01,2.0
0.9,2.0,28.0,35.0,5.0,0.3,4.0
0.01,0.0,22.0,76.0,9.0,0.01,2.0
0.01,0.0,19.0,65.0,0.0,0.01,11.0
0.01,2.0,26.0,35.0,10.0,1.0,0.0
0.01,0.0,18.3,70.0,3.0,0.01,6.0
0.01,0.1,25.0,37.0,5.0,0.01,1.0
0.2,0.0,25.0,68.0,0.0,0.8,5.0
0.01,0.0,32.0,17.0,10.0,0.01,7.0
0.01,0.0,26.0,23.0,2.0,0.01,4.0
0.01,0.0,15.0,90.0,0.0,0.01,0.0
0.05,0.0,18.0,75.0,5.0,0.05,5.0
0.01,0.0,14.0,75.0,4.0,0.01,3.0
0.1,0.0,20.0,76.0,2.0,0.1,2.0
4.9,5.0,24.0,30.0,15.0,0.5,3.0
0.05,1.0,28.0,58.0,0.0,0.01,0.0
0.01,0.0,18.0,52.0,20.0,0.01,2.0
0.2,2.0,21.9,98.0,15.0,0.1,1.0
0.05,1.0,19.0,85.0,0.0,0.05,0.0
66.5,5.0,23.0,40.0,15.0,2.0,1.0
0.01,0.0,22.0,40.0,0.0,0.01,2.0
0.3,1.0,20.6,77.0,5.0,0.3,2.0
0.01,0.0,30.0,46.0,0.0,0.01,2.0
0.44,1.0,27.0,53.0,10.0,0.3,0.0
0.2,1.0,23.0,65.0,5.0,0.2,0.0
0.01,0.0,19.0,55.0,0.0,0.01,8.0
0.01,0.0,17.0,90.0,25.0,0.01,55.0
0.92,0.0,25.8,55.0,2.0,0.92,12.0
0.3,0.5,24.0,53.0,7.0,0.3,2.0
0.01,0.0,21.0,65.0,0.0,0.01,7.0
0.01,0.0,21.0,70.0,0.0,0.01,4.0
0.01,0.1,20.0,60.0,0.0,0.1,3.0
0.01,0.0,20.0,60.0,0.0,0.2,0.0
0.2,1.0,30.0,59.0,7.0,0.1,8.0
0.1,1.0,19.0,72.0,5.0,0.1,2.0
0.1,1.0,22.5,50.0,1.0,0.1,0.0
2.1,10.0,20.0,50.0,10.0,2.0,8.0
6.0,15.0,23.0,43.0,5.0,6.0,0.0
0.01,0.5,26.0,42.0,19.0,0.1,2.0
0.1,1.0,23.0,65.0,1.0,0.1,66.0
0.1,3.0,21.0,58.0,4.0,0.1,0.0
0.1,0.5,23.0,40.0,5.0,0.1,7.0
15.3,5.0,20.0,75.0,24.0,16.5,8.0
0.3,0.1,24.0,66.0,1.0,1.0,11.0
0.1,0.0,18.0,35.0,10.0,0.1,0.0
0.05,0.0,18.0,40.0,10.0,0.02,0.0
0.01,1.0,18.0,90.0,5.0,0.01,0.0
1.0,1.0,21.0,38.0,15.0,1.5,28.0
0.3,2.0,18.0,65.0,15.0,0.3,2.0
6.0,1.0,21.0,55.0,20.0,10.0,705.0
0.2,0.1,21.0,57.0,20.0,0.2,12.0
0.21,1.0,24.0,62.0,10.0,0.2,0.0
1.08,4.0,26.0,42.0,12.0,0.75,0.0
0.5,0.1,23.0,45.0,5.0,0.5,12.0
8.3,5.0,20.0,42.0,10.0,4.0,10.0
27.2,3.0,29.0,46.0,10.0,0.1,7.0
0.2,0.1,19.0,51.0,22.0,0.2,10.0
0.6,0.1,21.0,43.0,10.0,0.6,37.0
0.01,0.0,19.0,50.0,7.0,0.01,0.0
0.01,0.1,19.0,40.0,2.0,0.01,0.0
112.8,5.0,21.0,40.0,13.0,150.0,3.0
27.2,15.0,29.0,46.0,10.0,30.0,0.0
3.0,1.0,26.0,30.0,10.0,0.6,4.0
12.7,4.0,28.0,38.0,15.0,6.0,0.0
0.01,1.0,21.0,37.0,3.0,0.01,4.0
0.01,1.0,21.0,71.0,0.0,0.01,6.0
1.5,1.0,23.0,48.0,3.0,1.0,1.0
0.01,0.0,25.0,45.0,10.0,0.01,1.0
0.14,2.0,26.6,43.0,5.0,0.14,1.0
1.25,3.0,25.8,39.0,0.0,2.0,1.0
0.01,0.0,29.0,27.0,4.0,0.01,0.0
0.4,0.0,-1.0,54.0,10.0,0.3,30.0
0.1,2.0,29.0,32.0,3.0,0.1,1.0
0.1,1.5,20.0,62.0,22.0,0.1,1.0
0.32,1.0,35.4,21.0,5.0,0.19,12.0
0.2,1.0,32.0,50.0,1.0,0.1,0.0
5.0,0.0,19.0,65.0,5.0,5.0,88.0
0.01,1.0,34.0,27.0,4.0,0.1,1.0
0.1,0.0,25.0,35.0,15.0,0.01,0.0
0.01,0.0,28.0,24.0,5.0,0.01,3.0
1.69,3.0,22.0,33.0,10.0,0.1,0.0
0.65,2.0,27.0,40.0,2.0,0.65,1.0
0.1,0.1,30.0,35.0,5.0,0.1,0.0
0.01,0.0,29.0,14.0,8.0,0.01,0.0
0.01,0.1,18.0,63.0,15.0,0.01,0.0
0.01,3.0,21.5,59.0,0.0,0.01,4.0
0.15,1.0,22.0,30.0,25.0,0.5,4.0
0.01,1.0,26.0,34.0,16.0,0.01,4.0
0.54,5.0,25.0,25.0,10.0,0.54,6.0
5.0,0.0,21.0,35.0,25.0,5.0,0.0
0.1,0.0,28.0,35.0,15.0,0.1,4.0
6728.0,5.0,23.0,22.0,5.0,6728.0,0.0
0.03,1.0,26.0,37.0,8.0,0.01,49.0
0.1,0.1,26.0,20.0,11.0,0.2,0.0
0.1,1.0,26.0,51.0,10.0,0.1,15.0
0.1,1.0,25.0,40.0,2.0,0.1,0.0
0.95,0.1,17.0,55.0,5.0,0.95,1.0
608.13,8.0,19.9,40.0,50.0,10.0,36.0
0.01,0.0,17.0,35.0,5.0,0.01,0.0
0.01,0.0,18.0,50.0,10.0,0.01,0.0
0.01,0.0,15.0,35.0,10.0,0.01,0.0
